Возраст	Пол	Состоит в браке	Иждивенцы	Доход	Опыт работы	Срок проживания	Недвижимость	Месячный платеж	Благонадежный заемщик
32	мужской	Нет	1.0	10000.0	12.5	32.0	39.0	2152.0	Да
40	мужской	Да	2.0	15500.0	19.0	10.0	0.0	6662.0	Нет
38	мужской	Нет	0.0	13500.0	17.5	2.0	0.0	3690.0	Да
39	мужской	Нет	1.0	14000.0	20.5	4.0	0.0	7175.0	Нет
30	женский	Нет	1.0	10500.0	12.0	5.0	0.0	3348.0	Нет
29	мужской	Да	2.0	25400.0	11.0	8.0	79.0	7175.0	Да
26	мужской	Да	0.0	17000.0	8.0	21.0	0.0	2255.0	Да
40	мужской	Нет	2.0	9000.0	2.0	2.0	0.0	1845.0	Нет
40	мужской	Да	0.0	13500.0	8.0	6.0	0.0	4612.0	Да
37	мужской	Нет	0.0	27000.0	6.0	13.0	0.0	2306.0	Да
25	мужской	Нет	1.0	16000.0	7.0	9.0	0.0	2118.0	Да
28	мужской	Нет	4.0	7000.0	10.0	27.0	0.0	3178.0	Нет
39	мужской	Нет	1.0	13900.0	11.0	21.0	0.0	4202.0	Нет
38	мужской	Да	2.0	12000.0	16.0	4.0	36.0	4510.0	Да
23	мужской	Да	0.0	8500.0	3.5	2.0	0.0	2050.0	Нет
32	мужской	Да	1.0	6500.0	14.0	8.0	0.0	3212.0	Нет
36	женский	Да	1.0	11000.0	16.5	3.0	33.0	4852.0	Нет
25	мужской	Нет	1.0	16000.0	6.0	11.0	0.0	6868.0	Да
54	мужской	Нет	0.0	15100.0	21.5	5.0	0.0	4100.0	Да
26	мужской	Да	1.0	8500.0	8.0	3.0	0.0	5432.0	Нет
28	женский	Да	1.0	13500.0	10.0	9.0	39.0	1896.0	Да
36	мужской	Нет	1.0	7200.0	12.0	3.0	0.0	4237.0	Нет
38	женский	Да	1.0	4500.0	13.0	13.0	0.0	2101.0	Нет
34	мужской	Нет	1.0	7300.0	12.5	2.0	0.0	5330.0	Нет
40	женский	Да	2.0	5500.0	17.5	18.0	4.0	3844.0	Нет
37	женский	Да	1.0	15000.0	7.0	4.0	0.0	2870.0	Нет
37	мужской	Да	1.0	7500.0	11.0	36.0	0.0	4612.0	Нет
54	мужской	Нет	0.0	27500.0	20.5	2.0	0.0	1162.0	Да
38	женский	Да	1.0	14000.0	3.5	14.0	28.0	6355.0	Да
39	женский	Нет	2.0	15000.0	18.5	19.0	0.0	4305.0	Да
28	мужской	Нет	0.0	11500.0	10.0	9.0	0.0	4442.0	Да
26	мужской	Да	0.0	13800.0	8.0	20.0	27.0	5638.0	Да
39	мужской	Нет	1.0	27100.0	19.5	13.0	0.0	5228.0	Да
30	мужской	Да	2.0	13500.0	12.0	3.0	32.0	2819.0	Да
37	женский	Да	2.0	23300.0	2.0	34.0	0.0	5330.0	Да
36	мужской	Да	0.0	10600.0	17.0	17.0	27.0	3690.0	Да
39	мужской	Нет	1.0	12500.0	15.0	7.0	0.0	6252.0	Да
35	мужской	Нет	2.0	8000.0	17.0	24.0	0.0	3075.0	Нет
42	женский	Да	1.0	3200.0	10.5	6.0	28.0	3280.0	Нет
28	мужской	Да	0.0	6900.0	10.0	27.0	41.0	3998.0	Нет
37	мужской	Нет	1.0	20000.0	9.5	8.0	0.0	3024.0	Да
51	женский	Да	1.0	17000.0	5.0	33.0	31.0	7278.0	Да
33	женский	Нет	2.0	20500.0	15.0	21.0	37.0	1025.0	Да
46	мужской	Да	0.0	4500.0	25.5	2.0	34.0	1845.0	Нет
40	мужской	Нет	1.0	14500.0	17.0	6.0	33.0	1076.0	Да
35	женский	Нет	1.0	10500.0	16.5	8.0	0.0	3998.0	Нет
38	мужской	Да	3.0	6500.0	20.0	37.0	0.0	3075.0	Нет
58	женский	Да	2.0	13200.0	20.0	2.0	10.0	1845.0	Нет
40	мужской	Да	2.0	11000.0	11.0	3.0	0.0	3485.0	Нет
38	мужской	Нет	2.0	9700.0	12.5	25.0	0.0	3007.0	Нет
26	женский	Нет	1.0	15500.0	2.5	2.0	0.0	1845.0	Да
26	мужской	Да	0.0	14200.0	8.0	20.0	27.0	5432.0	Да
31	мужской	Нет	0.0	26500.0	13.0	4.0	34.0	3075.0	Да
40	мужской	Нет	2.0	12500.0	13.0	6.0	0.0	5945.0	Нет
30	женский	Да	3.0	12400.0	12.0	2.0	0.0	2306.0	Нет
38	женский	Да	2.0	32000.0	20.0	4.0	0.0	2972.0	Да
30	женский	Нет	0.0	5500.0	12.0	11.0	33.0	3553.0	Нет
37	женский	Да	2.0	26500.0	2.5	26.0	29.0	2716.0	Да
23	мужской	Да	1.0	7500.0	5.0	17.0	39.0	6355.0	Нет
34	мужской	Да	2.0	26300.0	15.5	3.0	33.0	4510.0	Да
37	женский	Нет	0.0	8000.0	18.0	2.0	0.0	4510.0	Нет
29	мужской	Да	0.0	7500.0	10.0	6.0	31.0	4818.0	Нет
28	женский	Нет	0.0	11500.0	10.0	18.0	84.0	7482.0	Нет
36	женский	Нет	0.0	17500.0	7.5	3.0	27.0	4305.0	Да
34	мужской	Да	1.0	7500.0	15.5	2.0	0.0	3075.0	Нет
36	мужской	Нет	2.0	11500.0	8.5	3.0	19.0	4612.0	Нет
38	мужской	Да	2.0	18500.0	20.0	3.0	31.0	4818.0	Да
26	женский	Да	0.0	10500.0	8.0	7.0	0.0	4100.0	Нет
25	мужской	Нет	0.0	3200.0	3.5	4.0	24.0	6252.0	Нет
51	мужской	Да	0.0	8200.0	14.0	27.0	36.0	3588.0	Да
30	мужской	Да	2.0	6000.0	9.5	13.0	0.0	3417.0	Нет
32	мужской	Да	0.0	14300.0	9.0	7.0	40.0	2050.0	Да
24	женский	Да	0.0	7500.0	6.0	20.0	35.0	3690.0	Нет
26	женский	Да	3.0	8500.0	8.0	5.0	0.0	3178.0	Нет
35	мужской	Да	1.0	3800.0	16.0	4.0	39.0	5125.0	Нет
36	женский	Да	0.0	13600.0	15.5	2.0	0.0	3553.0	Да
29	мужской	Да	1.0	2500.0	11.0	6.0	0.0	2716.0	Нет
38	женский	Нет	2.0	20000.0	13.5	4.0	0.0	6150.0	Да
30	женский	Да	0.0	7500.0	12.0	23.0	39.0	2255.0	Да
55	мужской	Нет	1.0	13700.0	6.5	21.0	27.0	1794.0	Да
28	женский	Нет	1.0	5200.0	10.0	3.0	25.0	4920.0	Нет
30	мужской	Да	0.0	10500.0	12.0	3.0	36.0	3434.0	Да
39	женский	Да	0.0	23500.0	9.0	4.0	0.0	5672.0	Да
37	мужской	Нет	1.0	14000.0	6.0	3.0	0.0	3792.0	Да
53	женский	Нет	1.0	4000.0	27.0	39.0	0.0	2938.0	Нет
38	женский	Нет	0.0	8000.0	18.0	26.0	0.0	2460.0	Нет
40	женский	Нет	0.0	3000.0	9.0	3.0	0.0	3895.0	Нет
26	мужской	Нет	3.0	10500.0	8.0	2.0	34.0	1435.0	Нет
34	женский	Нет	2.0	27500.0	16.0	33.0	41.0	2460.0	Да
29	женский	Нет	0.0	11000.0	11.0	14.0	0.0	3622.0	Да
42	мужской	Да	4.0	10600.0	20.5	23.0	33.0	3075.0	Нет
30	мужской	Да	0.0	23000.0	12.0	8.0	30.0	6458.0	Да
26	женский	Да	2.0	12500.0	8.0	24.0	0.0	2802.0	Нет
34	мужской	Нет	2.0	5000.0	16.0	4.0	0.0	2152.0	Нет
38	женский	Да	2.0	16500.0	14.5	5.0	30.0	6458.0	Нет
29	мужской	Нет	1.0	10000.0	5.5	9.0	10.0	3212.0	Нет
36	мужской	Да	1.0	12000.0	16.5	33.0	0.0	5842.0	Нет
35	мужской	Да	2.0	8500.0	17.0	3.0	0.0	1538.0	Нет
34	мужской	Да	1.0	7500.0	15.5	5.0	33.0	4920.0	Нет
34	мужской	Да	0.0	17300.0	16.0	13.0	0.0	2665.0	Да
40	мужской	Нет	1.0	4700.0	20.5	36.0	56.0	1845.0	Нет
22	женский	Нет	0.0	13000.0	4.0	5.0	54.0	3417.0	Да
38	женский	Да	0.0	12000.0	18.5	20.0	41.0	3998.0	Да
40	женский	Да	0.0	9200.0	20.5	37.0	30.0	1093.0	Да
28	мужской	Нет	1.0	6500.0	10.0	8.0	0.0	3690.0	Нет
25	мужской	Нет	2.0	9000.0	7.0	22.0	0.0	3075.0	Нет
36	женский	Да	0.0	8900.0	16.5	19.0	0.0	1777.0	Нет
26	женский	Да	0.0	3800.0	3.0	3.0	39.0	3998.0	Нет
26	мужской	Нет	2.0	8700.0	8.0	5.0	0.0	5022.0	Нет
36	женский	Да	2.0	8500.0	6.0	19.0	0.0	2870.0	Нет
36	мужской	Да	0.0	21500.0	15.5	18.0	0.0	4100.0	Да
35	мужской	Нет	1.0	7000.0	16.0	5.0	36.0	4168.0	Нет
25	мужской	Да	0.0	10500.0	7.0	2.0	0.0	4920.0	Да
27	женский	Да	0.0	26500.0	9.0	2.0	35.0	7175.0	Да
28	мужской	Да	1.0	8500.0	10.0	5.0	33.0	2870.0	Нет
33	женский	Да	0.0	18700.0	15.0	28.0	0.0	2870.0	Да
34	женский	Нет	2.0	3200.0	13.5	34.0	36.0	4852.0	Нет
36	мужской	Да	2.0	8000.0	12.0	28.0	0.0	5022.0	Нет
37	мужской	Да	1.0	7500.0	12.5	22.0	0.0	5842.0	Нет
40	женский	Да	3.0	12000.0	11.0	32.0	3.0	6662.0	Нет
34	мужской	Да	1.0	14200.0	16.0	29.0	34.0	3348.0	Да
24	мужской	Да	0.0	12500.0	6.0	13.0	0.0	5125.0	Нет
29	мужской	Да	1.0	15500.0	11.0	15.0	39.0	2665.0	Да
36	женский	Да	2.0	14000.0	13.0	32.0	32.0	4510.0	Нет
39	мужской	Нет	2.0	25900.0	1.5	7.0	31.0	3212.0	Да
40	мужской	Да	1.0	4100.0	18.5	22.0	0.0	2255.0	Нет
37	мужской	Да	1.0	27200.0	11.0	4.0	0.0	2255.0	Да
39	женский	Да	1.0	10500.0	4.5	2.0	0.0	7482.0	Нет
36	мужской	Да	0.0	11500.0	8.5	2.0	4.0	3280.0	Да
38	женский	Нет	0.0	32500.0	8.0	6.0	0.0	2768.0	Да
25	мужской	Да	1.0	34500.0	7.0	16.0	69.0	6355.0	Да
34	мужской	Да	3.0	7500.0	16.0	6.0	0.0	6458.0	Нет
35	мужской	Да	0.0	15500.0	17.0	32.0	0.0	3143.0	Да
37	мужской	Нет	3.0	14000.0	7.0	17.0	23.0	4305.0	Нет
23	мужской	Да	2.0	32000.0	5.0	7.0	0.0	3075.0	Да
39	мужской	Да	1.0	17000.0	18.5	3.0	0.0	6765.0	Нет
38	мужской	Да	2.0	12000.0	17.5	19.0	0.0	2870.0	Нет
50	мужской	Да	1.0	12800.0	29.0	29.0	0.0	1845.0	Да
34	мужской	Нет	2.0	31500.0	16.0	5.0	36.0	2358.0	Да
33	мужской	Да	1.0	9000.0	15.0	2.0	0.0	3792.0	Нет
40	женский	Нет	1.0	30000.0	19.5	39.0	36.0	4715.0	Да
39	мужской	Нет	0.0	13000.0	21.0	3.0	12.0	8918.0	Нет
28	мужской	Да	2.0	8000.0	10.0	7.0	0.0	3690.0	Нет
52	мужской	Да	0.0	10500.0	33.5	40.0	28.0	3588.0	Да
31	мужской	Да	1.0	5900.0	13.0	7.0	0.0	3485.0	Нет
40	женский	Да	0.0	10000.0	20.0	8.0	0.0	6252.0	Нет
29	женский	Да	1.0	38400.0	9.0	22.0	0.0	5603.0	Да
32	мужской	Да	1.0	8500.0	14.0	3.0	29.0	2358.0	Нет
32	женский	Да	1.0	12200.0	7.0	3.0	0.0	2665.0	Нет
27	мужской	Да	0.0	11000.0	9.0	6.0	0.0	4100.0	Нет
33	женский	Да	1.0	9500.0	11.5	30.0	0.0	5330.0	Нет
33	мужской	Нет	3.0	8000.0	11.5	5.0	39.0	6048.0	Нет
30	мужской	Да	2.0	34500.0	4.0	23.0	0.0	2392.0	Да
33	мужской	Нет	1.0	11500.0	15.0	26.0	40.0	2511.0	Да
31	мужской	Нет	1.0	15000.0	11.0	5.0	40.0	2101.0	Да
32	женский	Нет	2.0	12300.0	12.0	2.0	0.0	8200.0	Нет
28	женский	Нет	1.0	15000.0	3.0	13.0	0.0	922.0	Да
29	женский	Да	2.0	10000.0	11.0	13.0	0.0	4305.0	Нет
24	мужской	Нет	2.0	5500.0	6.0	10.0	0.0	2921.0	Нет
31	мужской	Да	2.0	7500.0	13.0	26.0	30.0	3382.0	Нет
36	женский	Нет	0.0	28000.0	18.0	2.0	32.0	3895.0	Да
26	мужской	Нет	1.0	6000.0	8.0	2.0	36.0	4032.0	Нет
35	мужской	Нет	2.0	17700.0	16.0	5.0	35.0	6458.0	Нет
39	мужской	Нет	1.0	16500.0	6.5	35.0	0.0	7175.0	Да
26	мужской	Да	0.0	16000.0	8.0	15.0	27.0	6868.0	Да
35	мужской	Да	1.0	14000.0	16.0	14.0	0.0	2460.0	Нет
40	женский	Да	0.0	6500.0	14.5	2.0	0.0	3622.0	Нет
37	мужской	Нет	0.0	9500.0	16.0	7.0	33.0	5125.0	Да
34	мужской	Нет	2.0	13200.0	15.5	24.0	78.0	3963.0	Нет
28	мужской	Да	1.0	12000.0	10.0	26.0	31.0	4715.0	Нет
36	мужской	Нет	0.0	14000.0	8.5	4.0	0.0	4305.0	Да
33	женский	Да	2.0	10000.0	12.0	5.0	0.0	4254.0	Нет
36	женский	Да	0.0	15000.0	16.5	17.0	32.0	3485.0	Да
47	женский	Да	1.0	13000.0	20.0	3.0	0.0	3007.0	Нет
38	мужской	Нет	2.0	34000.0	9.5	13.0	0.0	7175.0	Да
36	женский	Да	2.0	13900.0	16.0	16.0	27.0	6048.0	Нет
31	мужской	Нет	1.0	23500.0	13.0	29.0	36.0	6150.0	Да
39	женский	Нет	3.0	11700.0	8.5	14.0	0.0	3963.0	Нет
35	женский	Нет	1.0	7000.0	10.5	11.0	0.0	2819.0	Нет
39	мужской	Да	2.0	9500.0	17.0	8.0	32.0	2768.0	Нет
22	мужской	Да	2.0	14000.0	4.0	4.0	0.0	4168.0	Нет
40	женский	Нет	1.0	9000.0	16.5	23.0	32.0	5535.0	Нет
35	мужской	Нет	0.0	9500.0	16.0	7.0	0.0	2118.0	Да
27	мужской	Нет	1.0	7500.0	9.0	3.0	0.0	3280.0	Нет
32	мужской	Да	2.0	15500.0	10.0	8.0	0.0	6662.0	Нет
35	женский	Да	1.0	12500.0	16.5	19.0	44.0	5945.0	Нет
40	мужской	Нет	4.0	5000.0	14.0	5.0	36.0	3895.0	Нет
28	женский	Да	1.0	6000.0	10.0	6.0	0.0	1332.0	Нет
31	мужской	Да	2.0	15300.0	13.0	2.0	0.0	2768.0	Нет
33	мужской	Нет	0.0	11000.0	6.5	4.0	37.0	4612.0	Да
34	женский	Да	1.0	7300.0	10.5	8.0	39.0	1076.0	Нет
23	женский	Да	0.0	5000.0	5.0	5.0	0.0	2972.0	Нет
58	мужской	Да	1.0	19500.0	14.0	43.0	33.0	5432.0	Да
36	мужской	Нет	4.0	6500.0	2.5	32.0	0.0	2768.0	Нет
44	мужской	Да	1.0	13000.0	13.0	23.0	0.0	7892.0	Нет
29	женский	Да	1.0	2500.0	10.5	2.0	32.0	1777.0	Нет
34	мужской	Да	0.0	9000.0	15.5	4.0	33.0	4715.0	Нет
39	мужской	Да	1.0	8800.0	12.0	34.0	0.0	4100.0	Нет
29	женский	Да	1.0	30500.0	5.5	26.0	32.0	4168.0	Да
38	мужской	Нет	0.0	13500.0	17.0	13.0	10.0	5740.0	Да
38	женский	Да	1.0	9000.0	15.0	2.0	0.0	3229.0	Нет
38	женский	Нет	2.0	12000.0	18.5	12.0	31.0	4818.0	Нет
38	мужской	Да	3.0	27900.0	2.0	2.0	9.0	3382.0	Да
40	мужской	Нет	1.0	27500.0	18.0	24.0	0.0	3622.0	Да
32	женский	Нет	1.0	5500.0	12.0	26.0	39.0	1948.0	Нет
23	женский	Да	1.0	9800.0	5.0	12.0	32.0	3229.0	Нет
36	мужской	Нет	2.0	21500.0	17.5	12.0	39.0	3024.0	Да
36	женский	Нет	1.0	12000.0	18.0	24.0	25.0	5740.0	Нет
45	женский	Да	3.0	8500.0	11.5	6.0	0.0	5945.0	Нет
25	женский	Нет	0.0	10000.0	7.0	3.0	13.0	6048.0	Нет
35	женский	Да	1.0	15000.0	4.5	8.0	22.0	1538.0	Да
33	мужской	Да	2.0	14900.0	15.0	33.0	0.0	5022.0	Нет
22	мужской	Да	0.0	15500.0	4.0	16.0	0.0	5740.0	Да
36	женский	Да	1.0	9000.0	17.5	6.0	0.0	6252.0	Нет
40	мужской	Да	0.0	6000.0	19.5	21.0	27.0	2050.0	Нет
59	женский	Нет	1.0	10500.0	25.5	16.0	0.0	3143.0	Нет
54	мужской	Нет	0.0	22700.0	10.5	9.0	37.0	3178.0	Да
26	мужской	Нет	1.0	30300.0	8.0	17.0	0.0	3485.0	Да
24	женский	Да	2.0	16500.0	6.0	6.0	0.0	7072.0	Нет
32	женский	Да	2.0	30000.0	3.5	27.0	0.0	5228.0	Да
39	мужской	Нет	0.0	14000.0	11.0	2.0	36.0	3178.0	Да
57	мужской	Да	0.0	38700.0	13.0	3.0	0.0	4305.0	Да
43	мужской	Нет	2.0	12000.0	15.5	31.0	12.0	6458.0	Нет
24	женский	Да	2.0	5200.0	4.0	24.0	0.0	3178.0	Нет
42	мужской	Нет	0.0	10500.0	20.0	7.0	0.0	3485.0	Да
38	женский	Да	1.0	10800.0	12.0	16.0	27.0	4647.0	Нет
38	женский	Нет	3.0	21000.0	19.0	30.0	35.0	6150.0	Нет
35	мужской	Да	1.0	11000.0	7.0	33.0	0.0	6765.0	Нет
37	мужской	Нет	2.0	9000.0	16.0	4.0	41.0	3553.0	Нет
36	женский	Да	2.0	9000.0	15.5	8.0	39.0	2665.0	Нет
34	мужской	Да	3.0	8600.0	15.5	8.0	39.0	5125.0	Нет
36	мужской	Да	0.0	6900.0	10.5	5.0	0.0	2870.0	Нет
38	женский	Да	0.0	16500.0	12.0	26.0	30.0	3382.0	Да
32	женский	Да	1.0	19500.0	14.0	4.0	41.0	2101.0	Да
31	женский	Нет	4.0	10200.0	10.5	3.0	0.0	3588.0	Нет
38	мужской	Нет	1.0	11500.0	20.0	5.0	0.0	3348.0	Нет
40	женский	Нет	1.0	15400.0	21.0	4.0	33.0	3212.0	Да
24	женский	Да	0.0	34500.0	6.0	12.0	36.0	2511.0	Да
38	мужской	Нет	1.0	11000.0	20.0	13.0	10.0	4100.0	Нет
30	мужской	Нет	0.0	7500.0	10.0	22.0	36.0	6970.0	Нет
33	мужской	Нет	0.0	32000.0	15.0	17.0	0.0	7278.0	Да
33	женский	Нет	2.0	7000.0	15.0	29.0	50.0	3622.0	Нет
40	мужской	Нет	1.0	10500.0	16.5	27.0	0.0	3690.0	Нет
40	мужской	Да	0.0	8000.0	15.0	8.0	0.0	4237.0	Нет
35	мужской	Да	0.0	20100.0	8.0	3.0	0.0	6662.0	Да
40	мужской	Нет	2.0	35000.0	4.0	7.0	33.0	3007.0	Да
38	мужской	Нет	0.0	13200.0	19.5	37.0	7.0	10250.0	Нет
47	мужской	Да	1.0	13000.0	23.0	2.0	0.0	3485.0	Нет
40	мужской	Да	2.0	22600.0	16.5	3.0	0.0	4920.0	Да
27	мужской	Нет	0.0	2300.0	6.5	27.0	0.0	4510.0	Нет
38	мужской	Нет	1.0	8500.0	20.0	23.0	0.0	4852.0	Нет
28	мужской	Да	4.0	34500.0	10.0	8.0	33.0	5535.0	Да
28	мужской	Да	0.0	33000.0	10.0	10.0	0.0	3536.0	Да
30	мужской	Нет	0.0	6500.0	12.0	19.0	0.0	4715.0	Нет
32	мужской	Да	2.0	8000.0	14.0	5.0	0.0	1948.0	Нет
40	мужской	Нет	2.0	27000.0	12.5	5.0	0.0	5228.0	Да
28	мужской	Нет	0.0	10000.0	10.0	18.0	0.0	4100.0	Да
29	мужской	Нет	2.0	17500.0	11.0	7.0	36.0	2152.0	Да
35	женский	Да	1.0	39600.0	15.5	7.0	61.0	5125.0	Да
38	мужской	Нет	0.0	15000.0	19.0	20.0	33.0	7380.0	Да
36	мужской	Нет	1.0	14500.0	17.5	19.0	0.0	4852.0	Да
33	мужской	Да	0.0	6000.0	15.0	2.0	33.0	5842.0	Нет
38	мужской	Да	0.0	28500.0	12.5	19.0	40.0	4168.0	Да
34	женский	Да	1.0	11500.0	9.0	11.0	65.0	6970.0	Нет
22	женский	Да	0.0	11500.0	4.0	22.0	43.0	2152.0	Да
30	женский	Да	1.0	11500.0	1.5	2.0	0.0	2768.0	Нет
30	женский	Нет	3.0	6500.0	12.0	7.0	31.0	4032.0	Нет
38	мужской	Нет	2.0	14500.0	5.0	10.0	31.0	3212.0	Нет
35	мужской	Да	1.0	33500.0	16.5	25.0	35.0	5740.0	Да
26	мужской	Нет	0.0	10500.0	8.0	22.0	39.0	6355.0	Нет
35	мужской	Да	0.0	8500.0	16.0	22.0	30.0	5535.0	Нет
38	женский	Нет	1.0	13500.0	15.0	16.0	0.0	2152.0	Да
28	мужской	Нет	0.0	8500.0	10.0	25.0	0.0	2733.0	Да
35	мужской	Нет	2.0	31000.0	17.0	6.0	0.0	4715.0	Да
37	женский	Да	1.0	3600.0	8.0	15.0	0.0	2409.0	Нет
40	женский	Да	0.0	8500.0	8.5	6.0	42.0	2460.0	Да
39	женский	Да	0.0	17500.0	21.0	6.0	0.0	3331.0	Да
40	женский	Да	0.0	26800.0	20.0	5.0	45.0	2614.0	Да
